payment_id,order_id,payment_method,payment_status,transaction_amount
P010309,O010309,Credit Card,Successful,1252.0700000000002
P010310,O010310,Wallet,Successful,414.27000000000004
P010311,O010311,Debit Card,Successful,790.7199999999999
P010312,O010312,UPI,Successful,1254.49
P010313,O010313,UPI,Successful,1461.3400000000001
P010314,O010314,Cash,Successful,572.26
P010315,O010315,Cash,Successful,1227.92
P010316,O010316,Wallet,Successful,610.3599999999999
P010317,O010317,Debit Card,Successful,255.2
P010318,O010318,Credit Card,Successful,1332.3899999999999
P010319,O010319,Credit Card,Successful,1203.25
P010320,O010320,Credit Card,Successful,807.87
P010321,O010321,Wallet,Successful,1138.37
P010322,O010322,Debit Card,Successful,1389.64
P010323,O010323,UPI,Successful,1232.83
P010324,O010324,Cash,Successful,1478.82
P010325,O010325,Credit Card,Successful,493.84
P010326,O010326,Wallet,Failed,1321.68
P010327,O010327,Wallet,Successful,730.68
P010328,O010328,Debit Card,Successful,127.09
P010329,O010329,Debit Card,Successful,136.89000000000001
P010330,O010330,UPI,Successful,1067.6000000000001
P010331,O010331,Credit Card,Successful,515.26
P010332,O010332,Debit Card,Successful,605.25
P010333,O010333,UPI,Successful,1042.3500000000001
P010334,O010334,Wallet,Failed,1290.0099999999998
P010335,O010335,Debit Card,Successful,868.5000000000001
P010336,O010336,Cash,Successful,1081.73
P010337,O010337,Wallet,Successful,1629.63
P010338,O010338,Debit Card,Successful,1307.04
P010339,O010339,Wallet,Successful,525.26
P010340,O010340,Credit Card,Successful,1618.42
P010341,O010341,Cash,Successful,648.92
P010342,O010342,Wallet,Successful,1026.7199999999998
P010343,O010343,Credit Card,Successful,1246.46
P010344,O010344,Wallet,Successful,1062.29
P010345,O010345,UPI,Successful,1256.55
P010346,O010346,Cash,Successful,1637.63
P010347,O010347,Credit Card,Successful,1610.83
P010348,O010348,Credit Card,Successful,788.48
P010349,O010349,Credit Card,Successful,1571.02
P010350,O010350,UPI,Successful,570.6700000000001
P010351,O010351,UPI,Successful,933.18
P010352,O010352,Debit Card,Successful,1128.77
P010353,O010353,UPI,Successful,1439.4299999999998
P010354,O010354,Wallet,Failed,150.34
P010355,O010355,UPI,Successful,1429.25
P010356,O010356,UPI,Successful,1560.33
P010357,O010357,Debit Card,Successful,1348.43
P010358,O010358,Debit Card,Successful,286.64
P010359,O010359,Cash,Successful,1254.12
P010360,O010360,UPI,Successful,953.3299999999999
P010361,O010361,Debit Card,Successful,92.72999999999999
P010362,O010362,Credit Card,Successful,1616.04
P010363,O010363,Wallet,Successful,358.66
P010364,O010364,UPI,Successful,632.0600000000001
P010365,O010365,Credit Card,Successful,130.26000000000002
P010366,O010366,Debit Card,Successful,562.03
P010367,O010367,Debit Card,Successful,965.1299999999999
P010368,O010368,UPI,Successful,1382.7199999999998
P010369,O010369,Wallet,Successful,1900.26
P010370,O010370,Debit Card,Successful,887.65
P010371,O010371,UPI,Failed,852.16
P010372,O010372,Credit Card,Successful,344.95
P010373,O010373,Wallet,Successful,899.45
P010374,O010374,Cash,Successful,1596.42
P010375,O010375,Credit Card,Successful,400.04
P010376,O010376,Wallet,Successful,462.0799999999999
P010377,O010377,Cash,Successful,1630.94
P010378,O010378,Credit Card,Successful,936.74
P010379,O010379,UPI,Successful,544.52
P010380,O010380,Credit Card,Successful,1612.92
P010381,O010381,Debit Card,Successful,302.09999999999997
P010382,O010382,Cash,Successful,1404.27
P010383,O010383,Credit Card,Failed,1059.07
P010384,O010384,Cash,Successful,1274.3000000000002
P010385,O010385,Wallet,Successful,1059.17
P010386,O010386,UPI,Successful,486.24999999999994
P010387,O010387,Credit Card,Failed,1151.9399999999998
P010388,O010388,Cash,Successful,324.23
P010389,O010389,Credit Card,Successful,479.39
P010390,O010390,UPI,Successful,1095.67
P010391,O010391,Wallet,Failed,628.51
P010392,O010392,Debit Card,Successful,1379.77
P010393,O010393,Debit Card,Successful,1184.33
P010394,O010394,Debit Card,Successful,700.7099999999999
P010395,O010395,Cash,Successful,531.0
P010396,O010396,Cash,Successful,1680.6100000000001
P010397,O010397,Wallet,Refunded,152.34
P010398,O010398,Debit Card,Successful,1242.3200000000002
P010399,O010399,UPI,Successful,832.35
P010400,O010400,Wallet,Successful,604.15
P010401,O010401,Debit Card,Successful,1033.83
P010402,O010402,Debit Card,Successful,1666.5800000000002
P010403,O010403,Wallet,Successful,1417.8400000000001
P010404,O010404,Cash,Successful,1368.8500000000001
P010405,O010405,Debit Card,Failed,734.41
P010406,O010406,Credit Card,Refunded,867.6500000000001
P010407,O010407,UPI,Successful,703.12
P010408,O010408,Debit Card,Successful,328.91
P010409,O010409,Credit Card,Successful,1126.84
P010410,O010410,Debit Card,Successful,627.35
P010411,O010411,Cash,Successful,1114.7
P010412,O010412,Debit Card,Successful,1056.15
P010413,O010413,Debit Card,Successful,1855.59
P010414,O010414,Cash,Successful,838.41
P010415,O010415,UPI,Successful,1141.9399999999998
P010416,O010416,UPI,Successful,1132.3899999999999
P010417,O010417,Debit Card,Successful,997.5999999999999
P010418,O010418,UPI,Successful,519.55
P010419,O010419,UPI,Successful,565.76
P010420,O010420,Debit Card,Successful,1019.0700000000002
P010421,O010421,UPI,Successful,1349.49
P010422,O010422,UPI,Successful,1253.48
P010423,O010423,Cash,Successful,926.73
P010424,O010424,UPI,Successful,566.03
P010425,O010425,UPI,Successful,1330.06
P010426,O010426,Debit Card,Failed,1805.53
P010427,O010427,Credit Card,Successful,448.58000000000004
P010428,O010428,UPI,Successful,1561.85
P010429,O010429,Cash,Successful,340.9
P010430,O010430,Debit Card,Successful,1391.62
P010431,O010431,Wallet,Refunded,1223.48
P010432,O010432,Credit Card,Successful,433.97
P010433,O010433,Credit Card,Successful,151.31
P010434,O010434,Wallet,Successful,1181.02
P010435,O010435,Debit Card,Successful,963.25
P010436,O010436,Wallet,Successful,1109.02
P010437,O010437,Credit Card,Successful,904.73
P010438,O010438,Debit Card,Successful,922.0600000000001
P010439,O010439,Wallet,Successful,1521.8
P010440,O010440,Cash,Successful,1652.71
P010441,O010441,UPI,Successful,661.76
P010442,O010442,Credit Card,Successful,915.0600000000001
P010443,O010443,Wallet,Successful,483.53
P010444,O010444,Debit Card,Successful,807.45
P010445,O010445,Credit Card,Successful,1428.99
P010446,O010446,Debit Card,Successful,830.63
P010447,O010447,Cash,Successful,699.69
P010448,O010448,Credit Card,Successful,1221.03
P010449,O010449,UPI,Successful,90.43
P010450,O010450,UPI,Successful,1219.81
P010451,O010451,Wallet,Successful,357.07
P010452,O010452,Credit Card,Failed,473.24
P010453,O010453,Cash,Successful,708.43
P010454,O010454,Cash,Successful,1653.85
P010455,O010455,Credit Card,Successful,1510.43
P010456,O010456,Wallet,Successful,953.13
P010457,O010457,Credit Card,Successful,735.74
P010458,O010458,Wallet,Successful,859.6600000000001
P010459,O010459,UPI,Successful,1040.35
P010460,O010460,Wallet,Successful,1407.9499999999998
P010461,O010461,Credit Card,Successful,1535.49
P010462,O010462,Wallet,Successful,1363.73
P010463,O010463,Cash,Successful,1102.97
P010464,O010464,Cash,Successful,600.36
P010465,O010465,Debit Card,Successful,497.15
P010466,O010466,Credit Card,Successful,940.22
P010467,O010467,Wallet,Successful,679.62
P010468,O010468,Cash,Successful,225.29000000000002
P010469,O010469,Credit Card,Successful,961.3800000000001
P010470,O010470,Credit Card,Successful,1080.9299999999998
P010471,O010471,Debit Card,Successful,1000.76
P010472,O010472,Debit Card,Successful,169.99
P010473,O010473,Debit Card,Successful,757.3499999999999
P010474,O010474,Debit Card,Successful,1258.18
P010475,O010475,UPI,Successful,1880.71
P010476,O010476,Credit Card,Successful,117.19
P010477,O010477,Debit Card,Successful,1372.46
P010478,O010478,Cash,Successful,162.14
P010479,O010479,Wallet,Successful,302.29
P010480,O010480,Debit Card,Successful,327.07000000000005
P010481,O010481,Cash,Successful,604.73
P010482,O010482,UPI,Successful,1188.96
P010483,O010483,Debit Card,Successful,1489.3899999999999
P010484,O010484,Debit Card,Successful,571.97
P010485,O010485,Credit Card,Successful,676.22
P010486,O010486,Cash,Successful,492.91
P010487,O010487,UPI,Successful,674.31
P010488,O010488,Wallet,Successful,565.2800000000001
P010489,O010489,Cash,Successful,332.65
P010490,O010490,Debit Card,Successful,401.06
P010491,O010491,UPI,Successful,1443.5
P010492,O010492,Cash,Successful,248.89
P010493,O010493,Debit Card,Successful,899.87
P010494,O010494,UPI,Successful,396.77000000000004
P010495,O010495,UPI,Successful,1458.71
P010496,O010496,Cash,Successful,512.01
P010497,O010497,UPI,Successful,132.35000000000002
P010498,O010498,Wallet,Successful,828.5400000000001
P010499,O010499,Cash,Successful,1439.6
P010500,O010500,Wallet,Successful,1162.24
P010501,O010501,UPI,Successful,849.1700000000001
P010502,O010502,Credit Card,Successful,356.62
P010503,O010503,Credit Card,Failed,311.02
P010504,O010504,UPI,Successful,1387.24
P010505,O010505,Wallet,Failed,1235.71
P010506,O010506,Wallet,Successful,697.9399999999999
P010507,O010507,Wallet,Successful,690.4699999999999
P010508,O010508,Credit Card,Successful,1276.32
P010509,O010509,Credit Card,Successful,1049.63
P010510,O010510,Wallet,Successful,748.91
P010511,O010511,Debit Card,Successful,467.53999999999996
P010512,O010512,Debit Card,Successful,300.46000000000004
P010513,O010513,Cash,Successful,1061.6599999999999
P010514,O010514,Credit Card,Successful,1660.8
P010515,O010515,Cash,Successful,1117.51
P010516,O010516,Credit Card,Successful,1408.17
P010517,O010517,UPI,Successful,1635.84
P010518,O010518,Wallet,Successful,719.35
P010519,O010519,Debit Card,Successful,255.47999999999996
P010520,O010520,Wallet,Successful,211.29999999999998
P010521,O010521,Credit Card,Successful,1543.28
P010522,O010522,UPI,Successful,1005.4399999999999
P010523,O010523,Wallet,Successful,1460.11
P010524,O010524,Credit Card,Successful,1103.78
P010525,O010525,Credit Card,Successful,788.3
P010526,O010526,Wallet,Successful,358.31
P010527,O010527,UPI,Successful,1391.2800000000002
P010528,O010528,Cash,Successful,166.76
P010529,O010529,Debit Card,Successful,1355.8500000000001
P010530,O010530,Cash,Successful,480.38
P010531,O010531,Credit Card,Successful,106.16
P010532,O010532,Wallet,Successful,237.08999999999997
P010533,O010533,Debit Card,Successful,1323.46
P010534,O010534,UPI,Successful,182.32999999999998
P010535,O010535,Wallet,Successful,676.82
P010536,O010536,UPI,Failed,414.64
P010537,O010537,Debit Card,Successful,154.68
P010538,O010538,Debit Card,Successful,984.68
P010539,O010539,Cash,Successful,1888.1499999999999
P010540,O010540,Cash,Successful,1603.57
P010541,O010541,Wallet,Successful,419.79999999999995
P010542,O010542,UPI,Successful,1615.45
P010543,O010543,Cash,Failed,870.26
P010544,O010544,UPI,Successful,606.68
P010545,O010545,Cash,Successful,1182.1
P010546,O010546,Debit Card,Successful,465.45000000000005
P010547,O010547,Cash,Successful,1346.7199999999998
P010548,O010548,Credit Card,Successful,1225.67
P010549,O010549,Cash,Successful,280.47
P010550,O010550,Wallet,Successful,1138.05
P010551,O010551,Debit Card,Failed,910.45
P010552,O010552,Credit Card,Successful,775.79
P010553,O010553,Wallet,Successful,649.09
P010554,O010554,Cash,Successful,807.04
P010555,O010555,Wallet,Successful,1138.3000000000002
P010556,O010556,UPI,Successful,1122.99
P010557,O010557,UPI,Successful,1317.26
P010558,O010558,Wallet,Successful,175.79000000000002
P010559,O010559,UPI,Successful,866.8399999999999
P010560,O010560,Debit Card,Successful,1346.3600000000001
P010561,O010561,Debit Card,Successful,252.56
P010562,O010562,Debit Card,Failed,1553.3799999999999
P010563,O010563,Credit Card,Successful,430.89
P010564,O010564,Wallet,Successful,1660.46
P010565,O010565,Wallet,Successful,1225.96
P010566,O010566,UPI,Successful,1146.5700000000002
P010567,O010567,UPI,Successful,1256.73
P010568,O010568,UPI,Successful,1842.44
P010569,O010569,Cash,Successful,1740.51
P010570,O010570,UPI,Refunded,1129.16
P010571,O010571,Wallet,Successful,641.29
P010572,O010572,Cash,Refunded,1478.3200000000002
P010573,O010573,Cash,Successful,1261.05
P010574,O010574,Cash,Successful,699.97
P010575,O010575,UPI,Successful,1726.98
P010576,O010576,Debit Card,Successful,1375.87
P010577,O010577,Debit Card,Successful,840.57
P010578,O010578,UPI,Successful,877.98
P010579,O010579,Debit Card,Successful,1970.86
P010580,O010580,Credit Card,Successful,787.06
P010581,O010581,Wallet,Successful,222.4
P010582,O010582,Cash,Successful,1101.99
P010583,O010583,Credit Card,Successful,1756.53
P010584,O010584,Cash,Failed,915.77
P010585,O010585,Credit Card,Successful,1586.9899999999998
P010586,O010586,Credit Card,Successful,200.03
P010587,O010587,UPI,Successful,1152.04
P010588,O010588,Debit Card,Successful,217.19
P010589,O010589,Cash,Successful,822.3
P010590,O010590,UPI,Successful,751.8399999999999
P010591,O010591,UPI,Successful,1520.99
P010592,O010592,UPI,Successful,344.1
P010593,O010593,Credit Card,Successful,100.21000000000001
P010594,O010594,Credit Card,Refunded,356.09000000000003
P010595,O010595,Debit Card,Successful,308.76
P010596,O010596,Wallet,Successful,462.54
P010597,O010597,Credit Card,Successful,1364.8200000000002
P010598,O010598,Debit Card,Successful,711.3100000000001
P010599,O010599,Wallet,Successful,1437.88
P010600,O010600,Wallet,Successful,542.62
P010601,O010601,Cash,Successful,1683.18
P010602,O010602,UPI,Successful,92.49000000000001
P010603,O010603,UPI,Successful,1314.9499999999998
P010604,O010604,Cash,Successful,1466.28
P010605,O010605,UPI,Successful,620.48
P010606,O010606,Cash,Successful,873.9100000000001
P010607,O010607,Credit Card,Successful,1370.3600000000001
P010608,O010608,Cash,Successful,905.8999999999999
P010609,O010609,Debit Card,Successful,386.25
P010610,O010610,UPI,Successful,1100.6000000000001
P010611,O010611,Wallet,Successful,1525.49
P010612,O010612,Cash,Successful,1691.69
P010613,O010613,Debit Card,Successful,1185.09
P010614,O010614,UPI,Successful,279.27000000000004
P010615,O010615,Debit Card,Successful,1242.36
P010616,O010616,Wallet,Failed,1723.98
P010617,O010617,Credit Card,Successful,702.26
P010618,O010618,UPI,Successful,761.39
P010619,O010619,Wallet,Refunded,1033.5
P010620,O010620,UPI,Successful,389.41
P010621,O010621,Credit Card,Successful,1836.5900000000001
P010622,O010622,UPI,Successful,1597.12
P010623,O010623,Cash,Failed,257.01
P010624,O010624,Debit Card,Successful,1728.38
P010625,O010625,Debit Card,Successful,1351.34
P010626,O010626,UPI,Successful,529.3000000000001
P010627,O010627,Debit Card,Successful,1214.6399999999999
P010628,O010628,Credit Card,Successful,232.76
P010629,O010629,UPI,Successful,232.99999999999997
P010630,O010630,UPI,Successful,981.4300000000001
P010631,O010631,Debit Card,Successful,148.77999999999997
P010632,O010632,Debit Card,Successful,1309.21
P010633,O010633,UPI,Successful,1326.48
P010634,O010634,Credit Card,Successful,199.15
P010635,O010635,Credit Card,Successful,157.83
P010636,O010636,Debit Card,Successful,424.64000000000004
P010637,O010637,Cash,Successful,1515.3600000000001
P010638,O010638,UPI,Successful,1372.7800000000002
P010639,O010639,UPI,Successful,1322.03
P010640,O010640,UPI,Successful,1541.77
P010641,O010641,Credit Card,Failed,348.82
P010642,O010642,Cash,Successful,522.91
P010643,O010643,Cash,Successful,665.36
P010644,O010644,UPI,Successful,880.9000000000001
P010645,O010645,Wallet,Successful,953.1799999999998
P010647,O010647,UPI,Successful,852.01
P010648,O010648,Credit Card,Successful,1214.94
P010649,O010649,Credit Card,Successful,521.3
P010650,O010650,Wallet,Successful,203.11
P010651,O010651,Wallet,Failed,424.45000000000005
P010652,O010652,Cash,Successful,393.37
P010653,O010653,Debit Card,Successful,1081.49
P010654,O010654,Wallet,Successful,188.91000000000003
P010655,O010655,Debit Card,Successful,1395.92
P010656,O010656,Credit Card,Successful,198.59999999999997
P010657,O010657,Wallet,Successful,1192.23
P010658,O010658,Wallet,Successful,1514.56
P010659,O010659,Wallet,Successful,167.35
P010660,O010660,Debit Card,Successful,731.28
P010661,O010661,Credit Card,Successful,663.32
P010662,O010662,Debit Card,Successful,645.5
P010663,O010663,UPI,Successful,1125.1799999999998
P010664,O010664,Cash,Successful,506.53
P010665,O010665,Debit Card,Successful,137.85
P010666,O010666,Debit Card,Successful,1683.79
P010667,O010667,Wallet,Successful,1104.63
P010668,O010668,Cash,Successful,258.64
P010669,O010669,UPI,Successful,677.6199999999999
P010670,O010670,Cash,Successful,187.20999999999998
P010671,O010671,Credit Card,Successful,145.22
P010672,O010672,Credit Card,Successful,139.52
P010673,O010673,Cash,Failed,1260.96
P010674,O010674,Debit Card,Successful,733.3
P010675,O010675,Cash,Successful,1621.2099999999998
P010676,O010676,Debit Card,Successful,614.6999999999999
P010677,O010677,Cash,Successful,1443.23
P010678,O010678,Cash,Successful,206.42000000000002
P010679,O010679,Debit Card,Successful,915.8
P010680,O010680,Cash,Successful,640.91
P010681,O010681,Credit Card,Successful,518.23
P010682,O010682,UPI,Successful,1273.26
P010683,O010683,Cash,Successful,179.05
P010684,O010684,Debit Card,Successful,1759.48
P010685,O010685,Credit Card,Successful,1192.15
P010686,O010686,Credit Card,Successful,552.14
P010687,O010687,Cash,Successful,1732.77
P010688,O010688,Wallet,Successful,478.73
P010689,O010689,Credit Card,Successful,818.12
P010690,O010690,Debit Card,Successful,1323.32
P010691,O010691,Credit Card,Successful,1921.16
P010692,O010692,Wallet,Successful,427.42999999999995
P010693,O010693,Debit Card,Successful,1230.5900000000001
P010694,O010694,Wallet,Failed,532.44
P010695,O010695,Credit Card,Successful,1436.5
P010696,O010696,Wallet,Successful,336.18
P010697,O010697,UPI,Successful,729.9100000000001
P010698,O010698,Cash,Successful,189.77
P010699,O010699,Cash,Successful,844.2099999999999
P010700,O010700,UPI,Successful,1071.58
P010701,O010701,Wallet,Successful,721.23
P010702,O010702,UPI,Successful,1056.63
P010703,O010703,Debit Card,Successful,903.5999999999999
P010704,O010704,UPI,Successful,561.4300000000001
P010705,O010705,Credit Card,Refunded,719.46
P010706,O010706,Debit Card,Successful,179.63
P010707,O010707,UPI,Successful,774.21
P010708,O010708,UPI,Successful,737.18
P010709,O010709,UPI,Successful,118.52000000000001
P010710,O010710,Wallet,Successful,1005.4199999999998
P010711,O010711,Credit Card,Successful,1406.84
P010712,O010712,UPI,Successful,784.86
P010713,O010713,Wallet,Successful,1153.8
P010714,O010714,Cash,Successful,820.9499999999999
P010715,O010715,Credit Card,Successful,1453.3
P010716,O010716,Wallet,Successful,970.52
P010717,O010717,Credit Card,Successful,693.63
P010718,O010718,Wallet,Successful,1179.8300000000002
P010719,O010719,Debit Card,Successful,220.53
P010720,O010720,UPI,Successful,458.31000000000006
P010721,O010721,Credit Card,Successful,964.4699999999999
P010722,O010722,Debit Card,Successful,1680.28
P010723,O010723,UPI,Refunded,226.26
P010724,O010724,Debit Card,Successful,254.79
P010725,O010725,Cash,Successful,586.81
P010726,O010726,Debit Card,Successful,534.3700000000001
P010727,O010727,Wallet,Successful,1389.42
P010728,O010728,Debit Card,Successful,1879.03
P010729,O010729,Wallet,Successful,111.80999999999999
P010730,O010730,UPI,Successful,94.41
P010731,O010731,Credit Card,Successful,1525.5
P010732,O010732,Debit Card,Successful,286.19
P010733,O010733,Credit Card,Successful,571.99
P010734,O010734,Credit Card,Successful,588.3299999999999
P010735,O010735,UPI,Successful,472.43999999999994
P010736,O010736,Cash,Successful,626.7900000000001
P010737,O010737,UPI,Successful,725.9300000000001
P010738,O010738,Cash,Successful,941.25
P010739,O010739,Credit Card,Refunded,1075.49
P010740,O010740,Wallet,Successful,1028.43
P010741,O010741,UPI,Successful,1566.3600000000001
P010742,O010742,Wallet,Successful,1415.24
P010743,O010743,Cash,Successful,455.16
P010744,O010744,Wallet,Successful,1053.6000000000001
P010745,O010745,Credit Card,Successful,1360.76
P010746,O010746,UPI,Failed,1650.07
P010747,O010747,Wallet,Successful,541.8000000000001
P010748,O010748,Wallet,Successful,781.15
P010749,O010749,UPI,Successful,1022.3
P010750,O010750,Wallet,Successful,1131.1399999999999
P010751,O010751,Credit Card,Successful,672.83
P010752,O010752,Credit Card,Failed,615.66
P010753,O010753,Wallet,Successful,1332.0900000000001
P010754,O010754,Debit Card,Successful,738.1
P010755,O010755,Cash,Successful,102.93
P010756,O010756,Cash,Successful,1821.72
P010757,O010757,Cash,Failed,297.08
P010758,O010758,UPI,Successful,379.72999999999996
P010759,O010759,Wallet,Successful,1463.52
P010760,O010760,Credit Card,Successful,649.84
P010761,O010761,Debit Card,Successful,529.6899999999999
P010762,O010762,Credit Card,Successful,984.55
P010763,O010763,Debit Card,Successful,179.66
P010764,O010764,UPI,Successful,471.03000000000003
P010765,O010765,Credit Card,Successful,167.07999999999998
P010766,O010766,Wallet,Successful,583.6800000000001
P010767,O010767,Wallet,Successful,1384.36
P010768,O010768,Wallet,Successful,1451.54
P010769,O010769,Credit Card,Successful,569.3299999999999
P010770,O010770,Debit Card,Successful,448.51000000000005
P010771,O010771,Debit Card,Refunded,343.43
P010772,O010772,Debit Card,Successful,839.39
P010773,O010773,Cash,Successful,1310.16
P010774,O010774,Cash,Successful,1473.61
P010775,O010775,Cash,Successful,133.60999999999999
P010776,O010776,Credit Card,Successful,355.39
P010777,O010777,Debit Card,Refunded,369.64
P010778,O010778,Wallet,Successful,1451.52
P010779,O010779,UPI,Successful,875.19
P010780,O010780,UPI,Successful,751.72
P010781,O010781,UPI,Successful,1783.8
P010782,O010782,Credit Card,Successful,1306.1200000000001
P010783,O010783,Cash,Successful,787.25
P010784,O010784,Cash,Successful,342.57
P010785,O010785,Cash,Successful,419.26000000000005
P010786,O010786,UPI,Successful,269.89
P010787,O010787,Cash,Successful,1207.63
P010788,O010788,Cash,Successful,1013.5200000000001
P010789,O010789,UPI,Successful,871.5899999999999
P010790,O010790,Credit Card,Successful,226.4
P010791,O010791,UPI,Successful,1555.43
P010792,O010792,Cash,Successful,995.9899999999999
P010793,O010793,Cash,Failed,223.99999999999997
P010794,O010794,Credit Card,Successful,1345.19
P010795,O010795,Cash,Successful,1841.71
P010796,O010796,UPI,Successful,761.46
P010797,O010797,Cash,Successful,261.97
P010798,O010798,Wallet,Successful,207.09000000000003
P010799,O010799,Cash,Successful,124.05999999999999
P010800,O010800,Credit Card,Successful,1153.6
P010801,O010801,Debit Card,Successful,1014.6399999999999
P010802,O010802,Credit Card,Successful,1052.22
P010803,O010803,Credit Card,Successful,1530.03
P010804,O010804,Debit Card,Successful,1912.63
P010805,O010805,Credit Card,Successful,732.96
P010806,O010806,Cash,Successful,1055.0
P010807,O010807,Debit Card,Successful,656.36
P010808,O010808,Debit Card,Successful,722.43
P010809,O010809,Credit Card,Successful,1355.69
P010810,O010810,UPI,Successful,872.26
P010811,O010811,Credit Card,Successful,326.19
P010812,O010812,Wallet,Successful,803.55
P010813,O010813,Cash,Failed,1539.31
P010814,O010814,Wallet,Successful,1442.35
P010815,O010815,Cash,Successful,928.45
P010816,O010816,Debit Card,Successful,707.76
P010817,O010817,Debit Card,Successful,431.5
P010818,O010818,UPI,Successful,724.11
P010819,O010819,Wallet,Successful,943.3
P010820,O010820,Debit Card,Successful,89.53999999999999
P010821,O010821,Wallet,Successful,601.33
P010822,O010822,Debit Card,Successful,989.1300000000001
P010823,O010823,Wallet,Successful,1231.94
P010824,O010824,UPI,Successful,1017.9000000000001
P010825,O010825,Wallet,Successful,1442.0100000000002
P010826,O010826,Debit Card,Successful,838.29
P010827,O010827,UPI,Failed,552.45
P010828,O010828,Debit Card,Successful,1150.72
P010829,O010829,Debit Card,Successful,764.09
P010830,O010830,Credit Card,Successful,479.53999999999996
P010831,O010831,UPI,Successful,912.51
P010832,O010832,Wallet,Successful,618.99
P010833,O010833,Credit Card,Successful,784.5600000000001
P010834,O010834,Debit Card,Successful,1107.48
P010835,O010835,Cash,Successful,1409.92
P010836,O010836,Cash,Successful,1033.7
P010837,O010837,Wallet,Successful,463.54999999999995
P010838,O010838,UPI,Successful,268.82
P010839,O010839,UPI,Successful,651.38
P010840,O010840,Debit Card,Successful,99.21000000000001
P010841,O010841,Debit Card,Successful,781.78
P010842,O010842,Wallet,Refunded,1079.2
P010843,O010843,Wallet,Successful,1007.0900000000001
P010844,O010844,UPI,Successful,1293.48
P010845,O010845,Credit Card,Successful,769.1400000000001
P010846,O010846,Credit Card,Successful,798.27
P010847,O010847,Credit Card,Successful,600.29
P010848,O010848,UPI,Successful,1273.2
P010849,O010849,Wallet,Successful,1563.3899999999999
P010850,O010850,Cash,Successful,1474.83
P010851,O010851,Wallet,Successful,1678.54
P010852,O010852,Debit Card,Successful,1621.3899999999999
P010853,O010853,Credit Card,Successful,1126.72
P010854,O010854,Debit Card,Successful,1076.1
P010855,O010855,Cash,Refunded,395.8
P010856,O010856,UPI,Successful,1245.39
P010857,O010857,Cash,Successful,1068.08
P010858,O010858,Debit Card,Successful,1473.01
P010859,O010859,Credit Card,Successful,714.95
P010860,O010860,Cash,Successful,1516.46
P010861,O010861,Debit Card,Successful,1037.3
P010862,O010862,Debit Card,Successful,324.12
P010863,O010863,Cash,Successful,365.96000000000004
P010864,O010864,UPI,Successful,1311.29
P010865,O010865,Cash,Successful,672.0300000000001
P010866,O010866,Credit Card,Successful,471.2
P010867,O010867,Credit Card,Successful,749.23
P010868,O010868,Cash,Successful,300.04
P010869,O010869,Cash,Successful,1786.19
P010870,O010870,Debit Card,Successful,202.02999999999997
P010871,O010871,UPI,Successful,569.87
P010872,O010872,Wallet,Successful,1090.01
P010873,O010873,Credit Card,Successful,1254.1200000000001
P010874,O010874,Wallet,Successful,1232.8000000000002
P010875,O010875,UPI,Successful,109.97999999999999
P010876,O010876,UPI,Successful,1334.97
P010877,O010877,Debit Card,Successful,1136.25
P010878,O010878,Credit Card,Successful,304.49
P010879,O010879,UPI,Successful,952.7
P010880,O010880,UPI,Successful,1584.96
P010881,O010881,Wallet,Successful,1049.17
P010882,O010882,Debit Card,Successful,1812.5600000000002
P010883,O010883,Wallet,Successful,749.3199999999999
P010884,O010884,Credit Card,Failed,1377.42
P010885,O010885,Debit Card,Successful,229.25
P010886,O010886,Cash,Successful,1167.6499999999999
P010887,O010887,Debit Card,Failed,1076.04
P010888,O010888,Wallet,Successful,1117.8899999999999
P010889,O010889,Cash,Successful,1252.02
P010890,O010890,Debit Card,Successful,1052.2
P010891,O010891,Cash,Successful,1130.84
P010892,O010892,UPI,Successful,959.3600000000001
P010893,O010893,Credit Card,Failed,1045.49
P010894,O010894,Cash,Successful,299.16
P010895,O010895,Debit Card,Successful,956.28
P010896,O010896,UPI,Successful,898.6000000000001
P010897,O010897,Wallet,Successful,1005.98
P010898,O010898,UPI,Successful,803.25
P010899,O010899,Cash,Successful,268.9
P010900,O010900,Credit Card,Successful,276.42
P010901,O010901,Cash,Successful,1379.0800000000002
P010902,O010902,Credit Card,Successful,1356.62
P010903,O010903,Wallet,Successful,475.14
P010904,O010904,Wallet,Successful,811.98
P010905,O010905,Credit Card,Successful,614.63
P010906,O010906,UPI,Failed,321.83
P010907,O010907,Cash,Successful,508.44000000000005
P010908,O010908,Debit Card,Successful,431.85
P010909,O010909,UPI,Successful,218.10000000000002
P010910,O010910,Credit Card,Failed,835.16
P010911,O010911,UPI,Successful,907.4399999999999
P010912,O010912,UPI,Successful,1041.92
P010913,O010913,Wallet,Failed,1169.77
P010914,O010914,UPI,Successful,708.91
P010915,O010915,Credit Card,Successful,1024.16
P010916,O010916,Credit Card,Successful,933.8699999999999
P010917,O010917,UPI,Successful,1318.84
P010918,O010918,Wallet,Refunded,1885.28
P010919,O010919,Cash,Successful,1589.74
P010920,O010920,UPI,Successful,1072.48
P010921,O010921,Debit Card,Successful,1491.43
P010922,O010922,Debit Card,Successful,366.36
P010923,O010923,Cash,Successful,1382.26
P010924,O010924,Wallet,Successful,845.53
P010925,O010925,Wallet,Successful,367.49
P010926,O010926,Wallet,Successful,180.82
