order_id,customer_id,restaurant_id,delivery_partner_id,order_date,order_time,order_amount,discount,delivery_fee,status,estimated_delivery_time,actual_delivery_time
O011001,C00602,R0170,D0349,2025-12-27,08:38:00,1181.83,19.65,62.98,Delivered,52,76
O011002,C03990,R0015,D0101,2025-09-07,09:34:00,1934.04,437.34,71.1,Cancelled,33,28
O011003,C04942,R0051,D0043,2025-02-22,18:57:00,814.09,147.69,71.67,Delivered,51,48
O011004,C04041,R0145,D0203,2025-10-27,18:06:00,181.46,53.15,96.31,Delivered,55,57
O011005,C00551,R0080,D0159,2025-10-29,09:31:00,1219.68,129.37,97.67,Cancelled,41,61
O011006,C00487,R0119,D0225,2025-10-20,17:46:00,771.59,154.22,73.22,Delivered,49,52
O011007,C01473,R0072,D0040,2025-10-21,08:42:00,751.08,207.2,43.52,Delivered,20,44
O011008,C01178,R0076,D0307,2025-04-19,11:56:00,1172.59,250.35,71.16,Delivered,31,39
O011009,C01239,R0063,D0289,2025-12-31,15:06:00,1851.38,22.39,64.48,Cancelled,25,36
O011010,C02314,R0158,D0247,2025-03-29,10:06:00,607.22,115.17,83.12,Cancelled,33,34
O011011,C04423,R0024,D0100,2025-06-15,22:49:00,821.23,134.37,89.05,Delivered,36,70
O011012,C03897,R0178,D0453,2025-09-24,20:06:00,1793.37,268.64,71.01,Delivered,51,47
O011013,C03914,R0192,D0500,2025-04-03,08:09:00,1800.92,298.8,61.35,Delivered,54,69
O011014,C03338,R0164,D0450,2025-06-22,18:51:00,545.72,75.4,88.55,Delivered,43,45
O011015,C04348,R0169,D0089,2025-03-05,17:45:00,1442.03,299.29,55.71,Delivered,58,90
O011016,C00262,R0044,D0002,2025-05-06,22:43:00,889.57,3.98,58.17,Delivered,22,22
O011017,C00824,R0123,D0317,2025-08-18,20:03:00,1878.4,106.26,21.37,Delivered,35,47
O011018,C00642,R0179,D0139,2025-04-15,13:10:00,1491.27,163.47,25.75,Delivered,43,76
O011019,C03438,R0053,D0263,2025-07-28,08:25:00,1039.27,141.13,54.37,Delivered,35,31
O011020,C00142,R0090,D0480,2025-03-03,19:58:00,1653.08,64.71,20.61,Cancelled,29,25
O011021,C01481,R0004,D0001,2025-08-28,15:20:00,1995.97,491.1,36.28,Delivered,37,34
O011022,C00018,R0043,D0185,2025-03-02,16:44:00,949.38,264.7,74.37,Delivered,31,54
O011023,C03019,R0109,D0327,2025-12-12,10:43:00,809.67,182.47,70.31,Pending,41,42
O011024,C00027,R0102,D0455,2025-01-12,13:00:00,1253.37,349.25,65.35,Delivered,58,82
O011025,C03830,R0027,D0398,2025-05-17,10:42:00,1397.86,311.68,86.01,Delivered,56,85
O011026,C01669,R0066,D0285,2025-07-14,12:11:00,1438.45,190.33,48.91,Delivered,38,49
O011027,C04708,R0133,D0043,2025-03-15,22:57:00,999.81,117.92,72.79,Delivered,38,49
O011028,C02486,R0057,D0272,2025-12-29,18:50:00,731.36,36.51,71.56,Delivered,21,32
O011029,C03282,R0112,D0376,2025-05-16,19:55:00,1661.66,43.09,72.74,Delivered,41,68
O011030,C01360,R0037,D0251,2025-02-12,09:00:00,1920.69,126.55,73.91,Delivered,59,88
O011031,C00124,R0102,D0129,2025-02-08,13:55:00,1741.57,278.03,84.19,Delivered,34,35
O011032,C00818,R0163,D0285,2025-01-31,21:48:00,1396.47,56.53,68.66,Delivered,23,56
O011033,C04371,R0144,D0290,2025-05-22,09:05:00,784.29,223.8,90.09,Delivered,33,64
O011034,C01057,R0137,D0353,2025-11-16,18:07:00,1282.72,84.08,54.21,Cancelled,46,60
O011035,C01215,R0150,D0019,2025-12-25,18:13:00,292.2,73.08,97.88,Pending,39,71
O011036,C01054,R0076,D0022,2025-12-19,13:58:00,1114.43,273.75,22.69,Delivered,55,75
O011037,C03680,R0115,D0344,2025-02-13,19:51:00,1584.31,67.11,30.73,Delivered,24,23
O011038,C04872,R0197,D0203,2025-07-07,16:28:00,577.01,123.03,26.7,Delivered,58,91
O011039,C03244,R0103,D0265,2025-12-19,18:02:00,1052.92,260.32,55.06,Delivered,45,68
O011040,C01187,R0024,D0461,2025-01-02,22:18:00,239.22,63.46,67.03,Delivered,44,52
O011041,C00313,R0098,D0120,2025-10-19,09:53:00,1693.14,484.57,55.4,Delivered,27,50
O011042,C00102,R0014,D0159,2025-11-07,23:06:00,765.44,213.58,36.81,Delivered,52,85
O011043,C03560,R0085,D0316,2025-12-09,22:45:00,1206.19,112.59,38.56,Delivered,59,91
O011044,C04136,R0134,D0051,2025-11-21,14:54:00,819.22,65.78,84.57,Delivered,52,61
O011045,C03046,R0176,D0047,2025-12-02,12:29:00,1235.44,147.34,24.27,Delivered,49,45
O011046,C03383,R0167,D0385,2025-10-23,09:59:00,1513.98,211.2,99.32,Delivered,31,29
O011047,C02592,R0020,D0095,2025-01-24,19:45:00,720.95,50.59,77.66,Delivered,34,48
O011048,C03441,R0150,D0160,2025-04-14,19:41:00,1086.6,28.06,93.7,Delivered,56,88
O011049,C01280,R0104,D0359,2025-03-03,08:58:00,1610.26,317.18,34.63,Delivered,44,56
O011050,C01290,R0186,D0238,2025-06-02,15:42:00,1406.92,73.54,64.74,Delivered,55,55
O011051,C02932,R0162,D0466,2025-09-20,10:03:00,208.44,57.21,62.32,Delivered,57,73
O011052,C02655,R0160,D0379,2025-10-21,08:25:00,1180.64,101.9,69.66,Delivered,20,26
O011053,C04460,R0068,D0357,2025-08-31,17:43:00,815.03,48.34,82.21,Delivered,57,57
O011054,C01416,R0047,D0306,2025-12-08,14:19:00,1446.68,84.27,77.1,Delivered,26,34
O011055,C00535,R0146,D0411,2025-12-08,08:13:00,131.67,11.43,51.44,Delivered,34,46
O011056,C01275,R0169,D0101,2025-12-13,11:00:00,728.13,133.72,89.54,Delivered,58,75
O011057,C04934,R0021,D0461,2025-05-01,16:22:00,264.34,77.58,21.14,Delivered,51,65
O011058,C02758,R0086,D0178,2025-12-19,12:02:00,1848.93,269.72,40.26,Delivered,27,40
O011059,C04661,R0200,D0045,2025-06-22,14:27:00,1765.35,317.59,61.56,Delivered,49,48
O011060,C03585,R0151,D0052,2025-04-13,09:32:00,1939.37,490.23,88.73,Delivered,39,65
O011061,C02865,R0186,D0061,2025-06-09,17:04:00,1322.59,132.54,51.91,Delivered,48,68
O011062,C00958,R0145,D0166,2025-09-14,10:34:00,1633.39,88.14,82.08,Pending,21,55
O011063,C01456,R0189,D0474,2025-07-21,17:40:00,1262.55,164.24,41.21,Delivered,34,59
O011064,C00451,R0060,D0025,2025-02-14,11:14:00,1034.88,98.94,97.55,Delivered,49,63
O011065,C02999,R0092,D0328,2025-03-05,18:56:00,1684.26,437.64,21.24,Delivered,25,31
O011066,C04538,R0137,D0224,2025-07-15,13:34:00,1574.72,461.99,34.15,Delivered,42,46
O011067,C03457,R0082,D0357,2025-03-11,19:22:00,1493.23,308.34,21.75,Delivered,39,35
O011068,C01866,R0081,D0332,2025-06-30,15:58:00,1798.43,352.72,21.37,Delivered,46,56
O011069,C04044,R0078,D0099,2025-11-27,19:43:00,1864.61,399.52,92.46,Delivered,23,24
O011070,C00674,R0044,D0335,2025-09-04,18:09:00,946.05,132.73,42.07,Delivered,46,59
O011071,C01240,R0032,D0338,2025-11-25,09:23:00,637.36,120.23,38.74,Delivered,24,39
O011072,C03405,R0169,D0271,2025-06-07,20:04:00,1072.39,22.93,41.37,Delivered,36,55
O011073,C02071,R0077,D0002,2025-07-05,09:03:00,276.83,40.98,84.23,Delivered,40,46
O011074,C03467,R0121,D0264,2025-08-19,21:31:00,1882.5,187.7,44.94,Delivered,54,66
O011075,C00996,R0103,D0456,2025-03-14,08:41:00,1969.32,31.42,67.45,Cancelled,54,49
O011076,C02195,R0086,D0081,2025-02-24,08:25:00,1340.14,219.02,88.67,Delivered,54,63
O011077,C02735,R0031,D0050,2025-08-31,21:58:00,1517.71,164.03,45.5,Delivered,39,48
O011078,C00304,R0129,D0276,2025-10-29,09:04:00,714.98,126.68,31.66,Cancelled,54,53
O011079,C01925,R0153,D0106,2025-12-19,20:45:00,1745.91,268.79,25.4,Pending,51,62
O011080,C01399,R0140,D0452,2025-08-03,22:30:00,1810.57,150.03,65.07,Delivered,27,56
O011081,C04797,R0169,D0339,2025-01-15,16:02:00,246.11,39.87,68.47,Delivered,45,68
O011082,C00817,R0076,D0198,2025-05-27,15:30:00,349.74,39.74,89.68,Pending,20,20
O011083,C02483,R0159,D0210,2025-05-24,16:44:00,595.62,164.59,57.88,Delivered,44,67
O011084,C01011,R0065,D0177,2025-01-25,12:45:00,1436.98,161.93,89.38,Pending,24,44
O011085,C04190,R0006,D0232,2025-04-09,14:42:00,448.39,5.4,61.16,Delivered,45,50
O011086,C00494,R0069,D0469,2025-06-28,14:36:00,518.15,118.69,67.22,Delivered,55,50
O011087,C01761,R0083,D0475,2025-11-29,17:19:00,825.54,238.67,63.01,Delivered,26,36
O011088,C01019,R0184,D0268,2025-06-23,19:55:00,1262.11,64.13,44.03,Delivered,59,82
O011089,C01982,R0096,D0133,2025-09-20,15:01:00,1954.99,570.53,87.49,Delivered,46,52
O011090,C04519,R0069,D0143,2025-10-17,08:25:00,1589.4,294.29,90.74,Delivered,27,36
O011091,C02135,R0011,D0467,2025-02-27,23:29:00,1160.78,295.09,87.87,Cancelled,41,72
O011092,C02183,R0108,D0195,2025-11-30,20:48:00,193.83,27.5,28.59,Delivered,27,31
O011093,C01796,R0157,D0163,2025-10-06,13:21:00,1082.0,202.07,73.32,Delivered,45,56
O011094,C04801,R0007,D0327,2025-05-25,18:00:00,487.76,123.07,55.53,Delivered,52,61
O011095,C04909,R0106,D0462,2025-05-02,14:10:00,670.13,197.58,27.82,Delivered,39,58
O011096,C02836,R0091,D0347,2025-01-27,19:53:00,576.64,31.97,24.94,Delivered,27,29
O011097,C00258,R0156,D0399,2025-03-07,08:04:00,760.15,204.95,75.83,Delivered,21,37
O011098,C04688,R0148,D0182,2025-04-11,23:13:00,218.29,43.7,51.81,Pending,44,45
O011099,C04273,R0185,D0206,2025-04-04,20:20:00,1195.99,339.73,50.57,Delivered,23,26
O011100,C02047,R0142,D0252,2025-03-08,16:08:00,186.93,17.84,37.05,Delivered,22,19
O011101,C01138,R0108,D0161,2025-09-07,20:11:00,1355.11,98.62,68.17,Cancelled,39,42
O011102,C02198,R0170,D0350,2025-05-22,17:06:00,1488.52,163.23,31.87,Delivered,37,42
O011103,C04958,R0032,D0190,2025-09-24,22:34:00,1023.52,271.59,20.33,Delivered,44,45
O011104,C02078,R0017,D0152,2025-02-09,16:11:00,1584.39,218.47,21.13,Delivered,27,29
O011105,C00465,R0173,D0264,2025-08-03,09:40:00,1938.04,553.2,49.43,Delivered,58,63
O011106,C04669,R0028,D0458,2025-05-11,13:42:00,746.1,54.24,77.5,Delivered,33,62
O011107,C03667,R0174,D0482,2025-01-01,12:14:00,1275.92,84.42,68.21,Delivered,26,44
O011108,C03479,R0093,D0026,2025-01-09,15:19:00,715.09,145.54,40.06,Delivered,27,35
O011109,C00456,R0153,D0077,2025-11-25,18:54:00,942.43,82.46,28.16,Delivered,56,57
O011110,C04135,R0087,D0374,2025-11-28,11:04:00,139.57,5.41,48.95,Pending,27,61
O011111,C03720,R0187,D0178,2025-05-24,08:47:00,241.26,27.21,91.71,Pending,39,69
O011112,C01526,R0046,D0233,2025-12-16,09:36:00,1615.3,128.98,47.75,Delivered,51,79
O011113,C04390,R0077,D0355,2025-11-24,09:41:00,365.82,45.32,29.6,Delivered,45,49
O011114,C01658,R0150,D0324,2025-10-29,21:53:00,1428.39,79.92,91.29,Cancelled,57,88
O011115,C03874,R0031,D0223,2025-05-18,09:22:00,1446.85,415.38,45.92,Delivered,34,31
O011116,C04931,R0070,D0454,2025-12-24,15:00:00,1992.83,479.27,81.76,Delivered,51,78
O011117,C01157,R0161,D0164,2025-10-24,21:32:00,1421.63,358.64,41.85,Delivered,29,61
O011118,C03158,R0032,D0007,2025-06-28,16:15:00,344.62,30.79,89.53,Delivered,31,41
O011119,C03192,R0099,D0389,2025-10-05,08:09:00,1290.43,331.68,26.55,Delivered,46,80
O011120,C01771,R0147,D0226,2025-05-24,11:05:00,1095.87,194.23,40.26,Cancelled,32,28
O011121,C01112,R0131,D0225,2025-12-05,20:25:00,1843.04,31.37,78.2,Delivered,29,24
O011122,C01618,R0154,D0268,2025-07-09,22:14:00,1411.29,64.89,51.56,Delivered,33,32
O011123,C00243,R0040,D0089,2025-11-27,12:39:00,1085.11,145.18,64.05,Cancelled,32,66
O011124,C00372,R0095,D0099,2025-09-27,08:18:00,1286.01,151.92,42.16,Delivered,39,49
O011125,C04058,R0124,D0181,2025-07-06,18:59:00,942.57,224.88,48.9,Delivered,43,47
O011126,C00370,R0049,D0111,2025-06-03,22:21:00,1065.97,279.39,68.52,Delivered,35,47
O011127,C01646,R0183,D0173,2025-06-21,22:20:00,1472.46,382.07,83.39,Delivered,45,53
O011128,C03746,R0080,D0109,2025-09-04,13:05:00,248.86,28.02,91.36,Pending,24,29
O011129,C03055,R0108,D0417,2025-01-11,13:37:00,1269.14,242.07,48.71,Cancelled,49,70
O011130,C00559,R0042,D0265,2025-02-16,21:19:00,267.61,39.91,70.43,Delivered,41,36
O011131,C01673,R0175,D0368,2025-09-23,13:25:00,1724.65,459.92,59.84,Delivered,58,77
O011132,C01953,R0161,D0171,2025-11-13,09:14:00,1890.68,504.23,72.51,Delivered,49,77
O011133,C00586,R0150,D0164,2025-04-21,15:26:00,1582.38,25.57,69.75,Delivered,44,60
O011134,C00748,R0176,D0421,2025-10-28,13:51:00,1464.26,251.33,69.62,Delivered,37,67
O011135,C04971,R0077,D0423,2025-10-30,08:56:00,1893.12,285.94,54.9,Delivered,55,76
O011136,C02820,R0162,D0235,2025-10-06,12:29:00,515.2,119.07,43.48,Delivered,28,43
O011137,C04956,R0052,D0476,2025-10-19,19:22:00,534.78,31.41,53.7,Delivered,37,62
O011138,C04307,R0015,D0408,2025-09-09,13:04:00,1013.93,211.4,86.97,Delivered,42,65
O011139,C03312,R0187,D0279,2025-03-17,16:29:00,114.18,25.3,47.43,Delivered,31,31
O011140,C04731,R0056,D0451,2025-06-24,22:56:00,1933.63,15.52,88.92,Delivered,30,51
O011141,C03483,R0140,D0008,2025-04-19,08:44:00,161.28,20.87,33.3,Delivered,20,30
O011142,C04668,R0109,D0304,2025-12-06,12:00:00,1232.61,362.0,64.3,Delivered,20,22
O011143,C00302,R0112,D0239,2025-12-02,22:07:00,772.55,69.67,28.73,Delivered,24,49
O011144,C00935,R0192,D0280,2025-01-14,10:51:00,295.64,78.45,55.4,Cancelled,46,50
O011145,C02167,R0111,D0247,2025-06-30,19:53:00,146.77,25.84,97.64,Delivered,26,27
O011146,C03510,R0173,D0134,2025-11-18,13:14:00,598.6,53.25,70.11,Delivered,37,71
O011147,C00113,R0139,D0263,2025-09-29,08:11:00,302.7,75.92,21.43,Delivered,38,48
O011148,C04620,R0054,D0020,2025-02-12,14:27:00,1886.62,560.7,85.8,Delivered,57,86
O011149,C01229,R0087,D0439,2025-04-12,13:06:00,565.05,125.78,60.04,Delivered,23,39
O011150,C01170,R0035,D0180,2025-04-23,13:04:00,278.85,5.13,73.72,Delivered,49,64
O011151,C02836,R0034,D0060,2025-07-12,19:58:00,1562.4,24.57,71.37,Delivered,24,44
O011152,C02148,R0179,D0219,2025-01-09,11:33:00,887.08,130.81,35.08,Delivered,58,62
O011153,C01762,R0121,D0033,2025-05-29,23:46:00,1702.97,3.1,52.45,Delivered,38,40
O011154,C00881,R0157,D0124,2025-12-04,08:43:00,1693.02,343.32,37.19,Delivered,23,41
O011155,C02850,R0077,D0386,2025-08-12,19:36:00,1985.52,9.71,34.29,Delivered,24,22
O011156,C04612,R0037,D0025,2025-04-20,11:27:00,1627.27,475.03,64.56,Delivered,37,38
O011157,C01064,R0106,D0451,2025-12-20,11:49:00,506.89,133.92,36.29,Delivered,56,54
O011158,C02351,R0100,D0242,2025-03-25,11:32:00,1214.25,297.02,36.12,Delivered,47,57
O011159,C04033,R0177,D0138,2025-02-12,21:13:00,1099.88,268.07,70.12,Delivered,36,43
O011160,C00721,R0148,D0036,2025-03-07,19:21:00,1065.56,266.72,52.17,Cancelled,35,64
O011161,C01892,R0044,D0078,2025-04-19,10:46:00,663.93,86.49,36.21,Delivered,36,33
O011162,C04659,R0176,D0418,2025-04-12,18:36:00,499.27,118.61,50.69,Delivered,46,72
O011163,C04307,R0165,D0414,2025-05-15,22:44:00,1462.1,161.04,66.35,Delivered,46,43
O011164,C03724,R0100,D0111,2025-03-27,23:10:00,293.35,74.66,67.9,Delivered,20,46
O011165,C01084,R0060,D0222,2025-03-25,11:24:00,194.27,36.02,91.84,Delivered,46,71
O011166,C02716,R0065,D0012,2025-08-15,09:45:00,824.36,88.62,94.41,Pending,54,88
O011167,C01368,R0010,D0486,2025-09-17,09:48:00,1513.46,338.47,36.24,Delivered,56,88
O011168,C03343,R0001,D0361,2025-01-20,18:58:00,1750.21,127.5,59.23,Delivered,53,50
O011169,C00945,R0114,D0394,2025-02-04,15:30:00,1126.24,325.93,55.65,Delivered,20,53
O011170,C01795,R0121,D0364,2025-12-19,14:04:00,1695.87,338.2,81.38,Delivered,46,67
O011171,C00531,R0085,D0442,2025-08-31,20:38:00,148.05,17.82,35.41,Delivered,43,53
O011172,C01817,R0054,D0330,2025-09-27,12:32:00,965.2,159.47,38.09,Delivered,40,38
O011173,C02400,R0028,D0426,2025-08-11,23:57:00,353.44,78.21,32.66,Delivered,59,92
O011174,C04967,R0171,D0066,2025-10-31,13:51:00,1207.16,288.75,78.58,Delivered,37,53
O011175,C01127,R0065,D0045,2025-06-07,16:21:00,1849.88,541.07,38.2,Pending,24,50
O011176,C04341,R0007,D0215,2025-10-12,17:55:00,113.66,7.13,53.57,Cancelled,37,39
O011177,C04513,R0010,D0329,2025-02-05,09:42:00,1369.62,207.27,40.78,Delivered,26,46
O011178,C00238,R0146,D0375,2025-10-25,11:32:00,1605.46,44.05,98.58,Delivered,37,43
O011179,C04855,R0141,D0154,2025-01-29,12:10:00,1514.51,37.38,71.84,Delivered,44,45
O011180,C00198,R0107,D0233,2025-09-12,23:10:00,137.56,4.31,42.85,Delivered,51,82
O011181,C02724,R0027,D0290,2025-05-22,08:03:00,430.38,33.51,29.28,Delivered,20,37
O011182,C01622,R0151,D0402,2025-05-14,13:35:00,279.36,58.36,55.1,Delivered,29,25
O011183,C02344,R0029,D0274,2025-05-24,14:39:00,262.36,67.78,34.49,Delivered,51,48
O011184,C04765,R0142,D0281,2025-10-24,17:34:00,1487.35,194.54,33.38,Delivered,28,27
O011185,C02452,R0077,D0323,2025-12-07,12:40:00,907.1,151.09,43.6,Delivered,39,50
O011186,C00019,R0012,D0495,2025-09-02,15:08:00,1477.16,91.45,97.31,Delivered,44,49
O011187,C00652,R0065,D0208,2025-09-11,12:03:00,785.43,186.4,51.99,Delivered,47,59
O011188,C02210,R0050,D0144,2025-12-30,16:05:00,322.39,85.92,36.83,Delivered,35,53
O011189,C00981,R0023,D0285,2025-01-05,16:17:00,1465.06,213.43,46.28,Delivered,47,61
O011190,C03992,R0048,D0300,2025-09-23,23:17:00,1289.51,62.23,58.22,Delivered,39,47
O011191,C02780,R0165,D0318,2025-08-27,14:46:00,314.65,0.48,25.75,Delivered,46,62
O011192,C02487,R0165,D0435,2025-09-07,12:59:00,1856.29,298.72,44.4,Pending,45,61
O011193,C01467,R0060,D0400,2025-10-18,11:04:00,686.95,102.56,31.46,Delivered,45,65
O011194,C04246,R0147,D0230,2025-01-31,21:23:00,1343.99,373.28,27.22,Delivered,45,56
O011195,C03604,R0111,D0087,2025-04-30,14:44:00,160.76,1.76,92.72,Delivered,41,60
O011196,C03742,R0153,D0051,2025-03-20,08:43:00,941.78,42.08,42.73,Delivered,57,67
O011197,C04579,R0044,D0041,2025-01-09,12:47:00,1932.29,114.6,36.73,Delivered,26,59
O011198,C03174,R0069,D0291,2025-02-13,08:08:00,1784.37,292.88,76.03,Delivered,23,47
O011199,C03120,R0109,D0171,2025-08-10,09:40:00,520.56,44.47,24.6,Delivered,55,70
O011200,C00182,R0033,D0210,2025-05-24,14:03:00,1770.35,109.24,97.86,Delivered,43,67
O011201,C04090,R0011,D0125,2025-04-30,16:59:00,656.83,101.37,98.8,Delivered,58,87
O011202,C04157,R0061,D0167,2025-02-22,12:14:00,1719.25,20.97,81.19,Delivered,49,64
O011203,C03634,R0114,D0088,2025-03-06,12:08:00,1485.53,434.63,98.96,Delivered,56,58
O011204,C02896,R0037,D0398,2025-06-25,22:31:00,768.9,198.61,40.49,Delivered,56,79
O011205,C01036,R0014,D0231,2025-03-11,19:54:00,1830.5,149.35,40.37,Delivered,28,53
O011206,C00623,R0082,D0117,2025-10-29,12:44:00,1022.03,103.07,89.52,Delivered,42,76
O011207,C03213,R0088,D0030,2025-05-01,11:15:00,703.62,51.91,68.6,Delivered,48,61
O011208,C03857,R0117,D0272,2025-07-22,19:45:00,631.4,175.86,77.85,Delivered,24,38
O011209,C03416,R0069,D0336,2025-10-16,14:02:00,1884.23,369.23,21.11,Delivered,52,70
O011210,C03420,R0024,D0231,2025-06-29,12:32:00,1541.3,240.99,57.11,Delivered,59,73
O011211,C04520,R0195,D0089,2025-03-22,10:26:00,764.81,116.69,42.27,Delivered,54,66
O011212,C03227,R0184,D0109,2025-02-24,18:56:00,582.92,29.02,32.32,Delivered,32,66
O011213,C01855,R0131,D0291,2025-06-28,09:26:00,502.07,144.99,61.5,Delivered,42,37
O011214,C02060,R0146,D0003,2025-04-08,16:25:00,564.54,154.9,42.15,Delivered,45,46
O011215,C04666,R0125,D0357,2025-04-20,14:00:00,310.86,88.82,63.47,Delivered,53,72
O011216,C01651,R0146,D0233,2025-06-02,09:22:00,1021.0,89.11,26.26,Pending,57,77
O011217,C04045,R0050,D0002,2025-05-05,15:59:00,178.04,25.46,83.82,Delivered,46,51
O011218,C00412,R0019,D0173,2025-04-01,22:29:00,121.88,18.97,95.96,Delivered,57,84
O011219,C02861,R0130,D0009,2025-10-21,22:22:00,1274.34,187.2,70.35,Delivered,28,31
O011220,C03116,R0188,D0375,2025-02-06,20:57:00,268.11,1.54,31.42,Delivered,36,68
O011221,C01306,R0078,D0091,2025-01-05,11:39:00,1705.9,426.38,79.93,Delivered,58,87
O011222,C02376,R0094,D0433,2025-12-04,15:08:00,302.78,67.81,90.27,Delivered,41,49
O011223,C01768,R0134,D0276,2025-05-30,10:43:00,1131.07,161.11,49.32,Delivered,33,42
O011224,C00972,R0088,D0045,2025-11-12,08:41:00,1383.46,110.98,61.1,Delivered,31,57
O011225,C01345,R0173,D0480,2025-06-21,13:38:00,535.4,101.99,25.09,Delivered,36,51
O011226,C03835,R0025,D0433,2025-09-19,10:26:00,1787.7,74.17,63.81,Delivered,32,30
O011227,C00530,R0124,D0064,2025-01-27,10:30:00,1014.64,303.56,23.8,Delivered,45,40
O011228,C00689,R0047,D0398,2025-02-24,17:24:00,699.11,26.29,48.17,Delivered,45,54
O011229,C04484,R0058,D0267,2025-11-16,09:55:00,1812.14,31.78,42.26,Delivered,52,76
O011230,C00304,R0070,D0236,2025-09-06,13:37:00,1730.85,318.0,34.63,Pending,42,71
O011231,C02538,R0062,D0332,2025-09-30,14:07:00,1448.29,201.35,88.24,Cancelled,42,62
O011232,C04065,R0095,D0433,2025-09-16,08:16:00,651.92,140.62,68.28,Cancelled,46,42
O011233,C00990,R0020,D0305,2025-09-23,15:53:00,841.39,32.3,74.25,Delivered,34,34
O011234,C03105,R0018,D0089,2025-07-10,16:04:00,1410.49,153.92,59.39,Delivered,33,30
O011235,C04826,R0193,D0054,2025-03-04,20:25:00,452.04,67.95,79.8,Delivered,22,40
O011236,C00570,R0154,D0385,2025-12-11,13:09:00,1040.71,139.56,49.61,Delivered,47,47
O011237,C04980,R0039,D0476,2025-12-07,10:51:00,1501.67,262.66,55.31,Delivered,46,74
O011238,C02491,R0093,D0395,2025-04-14,14:07:00,1349.65,41.2,26.66,Delivered,59,56
O011239,C04160,R0035,D0295,2025-10-15,21:31:00,1467.87,221.82,45.57,Delivered,24,55
O011240,C04280,R0153,D0134,2025-09-16,08:32:00,1794.65,298.68,28.44,Delivered,21,37
O011241,C00369,R0047,D0477,2025-06-10,09:23:00,1939.74,512.69,58.53,Delivered,58,90
O011242,C02743,R0131,D0107,2025-06-20,20:35:00,970.93,166.34,95.1,Delivered,30,46
O011243,C03381,R0087,D0053,2025-04-19,19:53:00,213.97,35.13,84.88,Cancelled,43,39
O011244,C03303,R0019,D0236,2025-05-20,21:53:00,1685.27,410.57,54.98,Delivered,50,50
O011245,C03537,R0014,D0125,2025-04-03,20:29:00,324.14,6.32,44.06,Delivered,36,68
O011246,C01740,R0190,D0243,2025-04-13,09:24:00,516.94,100.49,46.35,Delivered,40,38
O011247,C02452,R0095,D0284,2025-08-14,15:44:00,1341.02,326.59,57.81,Delivered,56,56
O011248,C02217,R0141,D0218,2025-12-19,20:59:00,1516.9,43.05,39.43,Pending,25,53
O011249,C00161,R0062,D0348,2025-06-09,12:05:00,1419.83,345.69,47.05,Pending,35,60
O011250,C01599,R0164,D0141,2025-07-14,20:23:00,933.14,220.36,59.38,Cancelled,51,81
O011251,C02131,R0101,D0201,2025-11-20,19:03:00,1844.33,0.52,87.29,Delivered,59,59
O011252,C03577,R0173,D0135,2025-05-25,17:37:00,1681.17,124.15,27.63,Cancelled,25,59
O011253,C03656,R0007,D0237,2025-08-30,17:49:00,1361.0,61.76,52.38,Cancelled,41,51
O011254,C00768,R0107,D0428,2025-05-12,16:19:00,938.04,143.9,35.23,Delivered,30,26
O011255,C02239,R0152,D0212,2025-04-03,09:28:00,981.27,269.07,70.96,Delivered,56,60
O011256,C02889,R0076,D0233,2025-09-30,21:25:00,434.34,78.53,65.66,Delivered,27,39
O011257,C01028,R0024,D0449,2025-07-11,14:43:00,1581.44,285.51,66.18,Delivered,58,82
O011258,C01631,R0187,D0267,2025-01-22,17:38:00,1745.33,64.32,62.62,Delivered,27,54
O011259,C04116,R0105,D0426,2025-07-13,14:45:00,1671.84,334.22,78.69,Delivered,37,35
O011260,C02650,R0154,D0296,2025-06-19,15:36:00,1139.49,303.67,32.32,Delivered,42,75
O011261,C03150,R0064,D0050,2025-01-11,21:22:00,1692.09,217.95,34.86,Delivered,26,24
O011262,C03626,R0072,D0163,2025-06-30,08:19:00,1601.78,327.61,76.71,Delivered,56,77
O011263,C01730,R0111,D0385,2025-08-20,20:10:00,1681.48,148.78,30.54,Delivered,57,87
O011264,C01156,R0172,D0312,2025-01-29,22:12:00,1965.67,158.57,78.16,Delivered,44,63
O011265,C04113,R0033,D0195,2025-01-20,12:54:00,1639.0,91.01,33.15,Delivered,48,57
O011266,C01476,R0115,D0373,2025-01-05,13:24:00,614.31,44.51,99.33,Delivered,34,38
O011267,C01156,R0130,D0255,2025-02-03,12:27:00,1659.64,170.66,23.61,Delivered,58,58
O011268,C00266,R0167,D0048,2025-05-20,11:05:00,813.71,138.35,82.11,Delivered,59,58
O011269,C00540,R0142,D0009,2025-01-28,17:09:00,1080.77,253.11,38.56,Delivered,22,28
O011270,C01059,R0120,D0414,2025-04-08,16:13:00,1613.16,140.13,45.89,Delivered,38,59
O011271,C04953,R0047,D0277,2025-09-19,21:42:00,701.77,35.39,92.95,Delivered,34,43
O011272,C03014,R0114,D0272,2025-09-03,12:58:00,149.56,20.18,44.53,Delivered,54,62
O011273,C04662,R0050,D0359,2025-01-19,18:41:00,1464.47,346.87,50.16,Delivered,29,26
O011274,C02062,R0102,D0174,2025-01-12,18:17:00,1814.13,211.89,34.58,Delivered,33,37
O011275,C03806,R0029,D0139,2025-01-25,12:06:00,1862.99,510.43,26.17,Delivered,48,66
